"","gene","fitness","variance","d6toinput","normd7toinputA","normd6toinputA","norminput","normd6toinputB","normd6toinputC","normd6toinputD","day4abs","day5absmax","day6abs","lower","upper","input","file","experiment"
"65","PBANKA_103780",0.962185891005542,0.00308511439767255,3.239557460067,1,1,1,2.89020020425086,0.825428749701999,3.15061870962553,0.00797916031071789,0.0146588394857076,0.0124619326899861,0.898049428181627,1.02632235382946,0.00354266035980763,"./countfiles//inv2.csv","inv2"
"66","PBANKA_011160",1.03052961334531,0.00368031587609769,2.75794776327658,0.923160908448552,0.851334726200393,5.84916201117318,2.46052779955023,0.702716158625484,2.68223111652089,0.0255489584066712,0.0620874345180765,0.0563746680063244,0.960479004248764,1.10058022244185,0.0207215943950759,"./countfiles//inv2.csv","inv2"
"67","PBANKA_092940",0.488051178986822,0.0377682999318033,0.0631810574866587,0.023048240457258,0.0195029902279776,2.90502793296089,0.0563675463404035,0.0160983288393299,0.0614464859059103,0.00183051324775293,0.00186494097461815,0.00155774158624826,0.263645891075855,0.71245646689779,0.0102915273022344,"./countfiles//inv2.csv","inv2"
"68","PBANKA_081510",0.0948479245486488,0.0149637746575828,NA,0.00198729079961926,NA,2.54562383612663,NA,NA,NA,0.00410692074816362,0.000313216973227779,3.11548317249651e-05,-0.0464025605600534,0.236098409657351,0.00901828065522724,"./countfiles//inv2.csv","inv2"
"69","PBANKA_050690",1.02816635211172,0.00231017399446568,2.4516644090371,0.828431406728945,0.756789913208206,2.67597765363128,2.18727436172935,0.624676151846534,2.38435645980966,0.0134863454663506,0.0301122702706405,0.0192303198822347,0.972666514340593,1.08366618988284,0.00948007995725058,"./countfiles//inv2.csv","inv2"
"70","PBANKA_050180",0.0541976583692001,0.00663835340879699,0.00751689625193145,0.0017821765271061,0.00232034663517775,2.12104283054004,0.00670626631892354,0.00191528082195001,0.00731052752160768,0.00186180407250084,0.000136998499866426,4.67322475874477e-05,-0.0398828278029918,0.148278144541392,0.00751413435720836,"./countfiles//inv2.csv","inv2"
"71","PBANKA_121060",0.95797732978718,0.00511376709451564,1.21094122248468,0.385436964684387,0.373798346660483,1.73743016759777,1.08035205786676,0.308543901924637,1.17769606461561,0.00480314159880469,0.00972566718263367,0.00874671900678396,0.875403991923068,1.04055066765129,0.00615512498268253,"./countfiles//inv2.csv","inv2"
"72","PBANKA_051500",1.07774213095216,0.00386979619506315,3.92469666368728,1.34104438917396,1.21149160404338,0.756052141527002,3.50145328145439,1,3.81694811425333,0.00905087105833392,0.0121967139740027,0.0119323005506617,1.00591088245901,1.1495733794453,0.00267843595173538,"./countfiles//inv2.csv","inv2"
"73","PBANKA_110420",0.59346283669224,0.00562746576693402,0.701064063776255,0.163422956311425,0.216407355763264,0.890130353817505,0.625460583828375,0.178628853093987,0.681817063968329,0.00639115095476129,0.00462778077944044,0.00274941389972817,0.506841316910806,0.680084356473674,0.00315342951953081,"./countfiles//inv2.csv","inv2"
"74","PBANKA_093200",0.066982519144718,0.0105476060170478,NA,0.00115077004293407,NA,2.36126629422719,NA,NA,NA,0.00691527226928884,0.000375860367873335,3.11548317249651e-05,-0.0516070026917285,0.185572040981165,0.00836516449950851,"./countfiles//inv2.csv","inv2"
"75","PBANKA_135740",0.197619896065297,0.0049922868574918,0.0505358644908198,0.00327915090471318,0.0155996197362632,1.49162011173184,0.0450860241479837,0.0128763746147304,0.0491484538041146,0.00771318830036063,0.00285335969116577,0.000233661237937239,0.116033239823877,0.279206552306718,0.00528430344172423,"./countfiles//inv2.csv","inv2"
"76","PBANKA_131280",0.733122841172383,0.0169541850527798,0.262164204332407,0.078606832942213,0.0809259312619154,2.7877094972067,0.233892143062379,0.0667985902599928,0.254966753127661,0.00954370154811355,0.0035345612965538,0.00281951227110935,0.582771319496103,0.883474362848664,0.00987590793041344,"./countfiles//inv2.csv","inv2"
"77","PBANKA_083300",0.451079604622066,0.00839423392298073,0.20408840144127,0.0363543457247925,0.062998852144777,3.04469273743017,0.182079295336404,0.0520010637585244,0.198485362252267,0.010474603584364,0.00327297141045486,0.00269489294420949,0.345285881286003,0.55687332795813,0.010786312268688,"./countfiles//inv2.csv","inv2"
"78","PBANKA_093190",0.963792673373604,0.00455603626571348,2.00171286988606,0.649889085594269,0.617897010490024,2.3389199255121,1.78584606592427,0.510029956813384,1.94675788187156,0.0125945569610351,0.0174278734078066,0.0188019409460165,0.885852215195894,1.04173313155131,0.00828599890487594,"./countfiles//inv2.csv","inv2"
"79","PBANKA_145950",0.127515446347009,0.0260589444801846,NA,0.00143839330218993,NA,2.04096834264432,NA,NA,NA,0.0026362519850117,0.000219251881259445,3.11548317249651e-05,-0.0588853565131524,0.313916249207171,0.00723045764310831,"./countfiles//inv2.csv","inv2"
"80","PBANKA_071660",0.604471845503511,0.0117662562278136,1.81083063877531,0.472834526626951,0.5589746936416,2.09497206703911,1.61554877373402,0.461393782487645,1.76111612799443,0.00551500786181972,0.0166453177337708,0.0103823476723446,0.479218735214445,0.729724955792576,0.00742177449680369,"./countfiles//inv2.csv","inv2"
"81","PBANKA_090260",0.875241938801776,0.00404725389952022,0.951823099824306,0.266734508687777,0.293812692491838,2.75977653631285,0.849177503851407,0.242521443410116,0.925691766090239,0.00584356152167281,0.0102187037515563,0.00926077373024589,0.801782163872271,0.948701713731282,0.00977695093712273,"./countfiles//inv2.csv","inv2"
"82","PBANKA_103170",0.704451618844108,0.0162935975835539,0.207855245599913,0.061696403735115,0.0641616171844701,2.89385474860335,0.185439919091621,0.0529608434514355,0.202148791541223,0.0120704356465076,0.00383245370284031,0.00260921715696583,0.557058278499057,0.851844959189158,0.0102519445049182,"./countfiles//inv2.csv","inv2"
"83","PBANKA_135610",0.136982651075701,0.00540493082701744,0.00990340430472344,0.00284139384156333,0.00305702381476469,4.84543761638734,0.00883541085383268,0.00252335534523046,0.00963151642656847,0.0105997668833556,0.00101795516299028,5.4520955518689e-05,0.0520911059370757,0.221874196214326,0.0171657397694962,"./countfiles//inv2.csv","inv2"
"84","PBANKA_093690",0.59263529804589,0.00889375665967043,0.672150200340316,0.154141144327973,0.207482104770698,3.35940409683426,0.599664821586669,0.171261694326416,0.653697001203045,0.01012258180595,0.0112270270640536,0.00872335288299024,0.483739282448927,0.701531313642852,0.0119012277264301,"./countfiles//inv2.csv","inv2"
"85","PBANKA_082160",0.766530935473893,0.0219447464987214,0.228640592079656,0.0648432517581706,0.0705777239323694,2.85661080074488,0.203983752124895,0.0582568824223086,0.222363497504109,0.0085893313933022,0.00500044524512457,0.00250017524592845,0.595476376931026,0.93758549401676,0.0101200018471972,"./countfiles//inv2.csv","inv2"
"86","PBANKA_092510",0.239952747144703,0.0237424244731518,0.192185781224571,0.0912633280577879,0.0593247020908207,1.70018621973929,0.171460266100012,0.0489683146732697,0.186909516350301,0.0123207622444909,0.00447985094563215,7.78870793124129e-05,0.0620298257315177,0.417875668557887,0.00602318232496157,"./countfiles//inv2.csv","inv2"
"87","PBANKA_092090",0.269829710947066,0.0103949258269196,0.0399640955851343,0.00766895625342555,0.0123362823712063,7.40595903165736,0.0356543258289567,0.0101827221336356,0.0388669220459462,0.0131343236879366,0.00243172337262907,0.000599730510705579,0.152101629749081,0.387557792145052,0.0262367974878118,"./countfiles//inv2.csv","inv2"
